Be,8
Have,6
Withdraw,5
Use,4
Insert,4
Enter,4
Like,3
Do,3
Check,3
Belong,2
Walk,2
Offer,2
Call,2
Select,2
Want,2
Give,2
Accept,2
Make,1
Play,1
Get,1
Sign,1
Receive,1
See,1
Avoid,1
Pay,1
Find,1
Incur,1
Drive,1
Watch,1
Face,1
Look,1
Show,1
Send,1
Know,1
Open,1
Forget,1
Touch,1
Press,1
Go,1
Ask,1
Account,1
Wish,1
Type,1
Confirm,1
Remember,1
Request,1
Wait,1
Process,1
Come,1
Locate,1
State,1
Range,1
